id_client,currency,amount,date_transaction
eeef0105,EUR,1658.63,2023-11-24 18:29:00
eeef0105,BRL,1894.58,2023-11-08 07:14:31
ased0101,JPY,2600.7,2023-03-20 13:36:49
ased0101,BRL,1001.13,2023-03-24 19:38:17
ased0101,EUR,1604.2,2023-09-29 00:01:14
ased0101,EUR,1738.84,2023-11-03 11:48:07
ddde0104,EUR,2147.65,2023-09-08 00:42:32
cccf0103,JPY,2022.77,2023-02-27 13:12:56
cccf0103,BRL,1352.16,2023-06-07 08:43:05
ased0101,EUR,1310.21,2023-01-30 08:46:11
cccf0103,GBP,2452.21,2023-10-18 02:52:02
cccf0103,EUR,1890.18,2023-02-13 17:41:39
ased0101,USD,1976.88,2023-02-05 19:23:42
cccf0103,GBP,1251.27,2023-03-06 04:40:28
eeef0105,EUR,1445.77,2023-12-04 17:18:16
bbbd0102,USD,1332.88,2023-10-09 06:00:43
bbbd0102,JPY,1741.09,2023-05-16 19:12:43
ased0101,USD,1682.57,2023-11-07 15:24:21
ddde0104,BRL,1823.27,2023-04-19 19:38:06
ased0101,BRL,2195.95,2023-12-20 07:19:25
ddde0104,JPY,1350.29,2024-01-01 11:20:57
bbbd0102,JPY,2468.28,2023-07-24 23:39:40
ased0101,JPY,1489.63,2023-07-11 15:57:02
eeef0105,USD,2554.8,2023-09-22 16:26:17
cccf0103,USD,1987.84,2023-03-03 09:01:33
ddde0104,JPY,1744.84,2023-04-26 02:19:52
cccf0103,USD,1860.41,2023-06-23 00:45:57
cccf0103,BRL,2278.91,2023-10-29 20:10:03
ased0101,EUR,1846.02,2023-04-28 21:25:28
cccf0103,GBP,1293.34,2023-04-23 00:15:42
eeef0105,JPY,2407.25,2023-02-06 22:58:39
cccf0103,BRL,2926.32,2023-01-31 08:20:07
ased0101,USD,1327.43,2023-02-04 01:08:37
eeef0105,GBP,1569.47,2023-06-19 02:34:47
bbbd0102,JPY,2619.46,2023-09-21 08:39:55
cccf0103,USD,2565.08,2023-05-23 17:40:24
ased0101,USD,1135.54,2023-04-20 19:37:58
bbbd0102,GBP,1767.85,2023-03-09 20:47:27
bbbd0102,USD,2809.15,2023-10-23 17:12:33
ddde0104,GBP,1998.14,2023-05-05 17:13:13
eeef0105,BRL,1318.41,2023-07-28 06:55:57
cccf0103,JPY,1815.36,2023-02-18 03:31:44
ased0101,USD,2968.56,2023-12-04 15:41:38
ddde0104,EUR,1606.21,2023-07-01 15:25:19
eeef0105,GBP,1212.29,2023-07-30 17:00:13
ddde0104,BRL,1708.64,2023-01-28 23:47:29
eeef0105,EUR,1045.85,2023-11-27 03:34:59
eeef0105,JPY,1994.61,2023-02-01 14:39:32
cccf0103,BRL,2554.04,2023-06-23 03:58:42
eeef0105,GBP,2214.83,2023-05-08 06:58:32
ddde0104,BRL,1787.5,2023-04-08 19:31:32
eeef0105,BRL,1524.99,2023-08-18 05:06:13
cccf0103,BRL,1242.89,2023-08-05 06:40:50
cccf0103,JPY,1696.34,2023-05-23 16:50:37
ddde0104,EUR,1608.7,2023-05-08 02:44:40
bbbd0102,BRL,2022.84,2023-08-15 20:02:12
bbbd0102,USD,1395.18,2023-02-20 01:50:30
eeef0105,BRL,1903.28,2023-11-30 19:40:55
ased0101,BRL,2262.87,2023-01-08 03:23:44
eeef0105,JPY,2784.24,2023-05-02 06:03:18
ddde0104,JPY,1452.66,2023-07-28 17:40:53
ddde0104,JPY,1718.5,2023-09-04 07:46:56
ddde0104,JPY,1934.57,2023-07-25 02:08:05
ddde0104,BRL,2304.98,2023-03-26 13:47:52
ddde0104,BRL,2001.49,2023-01-02 14:12:53
cccf0103,GBP,1239.37,2023-05-16 16:33:58
bbbd0102,JPY,2043.58,2023-05-27 15:24:04
ddde0104,GBP,2683.06,2023-12-23 20:14:05
ased0101,EUR,1476.28,2023-12-05 17:43:08
ased0101,JPY,1058.75,2023-03-21 06:54:50
ased0101,EUR,2761.85,2023-06-01 07:55:34
ased0101,USD,1484.11,2023-01-30 21:05:14
cccf0103,BRL,2581.43,2023-10-05 02:13:09
ased0101,BRL,2346.44,2023-06-10 02:04:52
ddde0104,GBP,1307.62,2023-01-26 21:16:09
eeef0105,BRL,2023.82,2023-09-02 18:18:29
ased0101,EUR,1658.79,2023-09-29 05:43:55
cccf0103,BRL,2803.66,2023-01-30 18:29:22
cccf0103,JPY,2338.92,2023-02-11 06:45:56
ased0101,USD,2249.32,2023-02-05 21:39:52
eeef0105,GBP,1342.17,2023-02-04 08:33:48
ased0101,GBP,2937.4,2023-07-26 04:21:53
cccf0103,GBP,1264.13,2023-10-19 08:57:51
bbbd0102,JPY,2479.94,2023-10-24 21:38:44
ddde0104,BRL,2899.2,2023-01-21 22:33:03
cccf0103,JPY,1896.43,2023-02-11 15:15:48
ased0101,EUR,1560.57,2023-12-03 21:15:03
ddde0104,BRL,2239.41,2023-10-17 19:02:02
ased0101,JPY,2247.55,2023-06-11 09:29:39
ased0101,EUR,2303.73,2023-04-15 11:26:20
bbbd0102,EUR,2263.9,2023-05-03 09:40:14
ddde0104,JPY,1094.45,2023-07-22 04:45:54
ddde0104,JPY,1273.0,2023-12-10 23:30:07
bbbd0102,USD,1979.5,2023-06-03 16:38:49
cccf0103,JPY,1966.89,2023-06-11 02:38:28
ased0101,GBP,1806.99,2023-01-05 16:41:08
eeef0105,BRL,2541.57,2023-11-15 20:29:52
ased0101,EUR,1225.92,2023-02-21 02:40:02
ased0101,GBP,2012.58,2023-10-03 07:45:38
cccf0103,GBP,1497.36,2023-09-17 09:39:20
ased0101,EUR,2082.11,2023-03-09 12:42:25
bbbd0102,BRL,2074.82,2023-02-05 08:53:38
bbbd0102,USD,1010.19,2023-07-09 10:22:33
ddde0104,USD,1987.39,2023-03-22 15:57:13
eeef0105,GBP,1590.19,2023-10-06 11:00:51
ased0101,GBP,2199.32,2023-11-10 23:48:37
ased0101,JPY,1165.03,2023-09-28 00:17:05
cccf0103,USD,2927.37,2023-12-08 20:11:32
bbbd0102,USD,2598.48,2023-06-03 03:46:17
eeef0105,BRL,2519.05,2023-03-10 09:37:44
ddde0104,JPY,2147.3,2023-03-01 03:53:49
bbbd0102,EUR,1673.79,2023-10-11 05:39:34
ddde0104,EUR,2307.44,2023-05-20 10:15:30
cccf0103,BRL,2840.52,2023-11-06 07:40:07
cccf0103,EUR,2847.69,2023-06-25 07:24:45
ased0101,USD,2096.41,2023-12-18 23:05:30
eeef0105,GBP,2833.83,2023-05-16 18:24:04
ddde0104,JPY,2316.97,2023-09-08 09:08:34
bbbd0102,EUR,1969.3,2023-01-27 03:21:37
cccf0103,EUR,2944.18,2023-11-21 15:25:18
ased0101,EUR,1914.37,2023-05-22 01:36:18
ased0101,EUR,2880.18,2023-01-02 12:08:39
ddde0104,GBP,1449.94,2023-03-08 23:11:47
cccf0103,GBP,1718.9,2023-05-15 05:52:58
eeef0105,BRL,2439.99,2023-08-15 20:05:09
cccf0103,USD,1788.57,2023-12-28 15:34:17
ddde0104,EUR,1578.04,2023-10-15 00:21:07
ddde0104,BRL,1592.21,2023-02-27 02:44:22
cccf0103,USD,1299.92,2023-12-20 05:25:36
ddde0104,GBP,1124.57,2023-10-07 01:18:42
cccf0103,EUR,2798.18,2023-07-09 21:12:30
bbbd0102,GBP,2224.42,2023-10-10 05:23:30
cccf0103,EUR,2002.0,2023-08-09 04:38:24
cccf0103,GBP,2399.41,2023-01-22 11:13:24
ddde0104,BRL,2782.75,2023-07-06 01:27:09
ddde0104,BRL,1659.35,2023-07-03 07:38:55
ased0101,GBP,1999.68,2023-12-16 09:05:06
ased0101,GBP,1093.08,2023-12-08 03:44:33
bbbd0102,JPY,2560.06,2023-07-01 20:23:05
ased0101,EUR,1141.44,2023-07-28 22:35:51
cccf0103,JPY,1841.03,2023-03-21 08:37:09
ddde0104,GBP,2435.26,2023-03-25 06:26:46
ased0101,BRL,1880.55,2023-07-31 00:54:08
ased0101,EUR,1940.54,2023-04-02 12:05:40
bbbd0102,BRL,2737.18,2023-07-30 09:02:07
bbbd0102,GBP,1775.05,2023-05-17 05:47:46
cccf0103,JPY,2958.55,2023-12-26 03:56:08
ddde0104,EUR,2426.82,2023-07-15 01:24:35
bbbd0102,JPY,2560.7,2023-08-29 08:05:54
ased0101,EUR,1326.44,2023-04-13 16:45:32
ddde0104,BRL,2265.39,2023-06-29 11:06:41
ddde0104,USD,1459.75,2023-04-27 08:06:59
ased0101,EUR,1424.06,2023-01-13 07:01:53
bbbd0102,GBP,2822.14,2023-07-24 11:57:05
ased0101,EUR,1441.46,2023-05-23 02:31:39
ddde0104,GBP,2344.03,2023-05-23 12:47:05
eeef0105,USD,1319.53,2023-11-25 18:32:48
eeef0105,USD,2992.5,2023-07-24 19:31:22
cccf0103,BRL,1129.9,2023-06-19 01:00:17
ased0101,BRL,1541.61,2023-03-01 09:30:37
ased0101,USD,2635.66,2023-04-02 21:08:19
cccf0103,EUR,2432.67,2023-05-16 01:23:34
cccf0103,EUR,2751.19,2023-02-25 21:43:13
cccf0103,BRL,2269.3,2023-08-11 12:35:09
ddde0104,EUR,2260.77,2023-06-10 15:53:19
ased0101,EUR,2065.53,2023-11-07 18:37:13
ddde0104,EUR,1914.97,2023-03-01 14:01:28
cccf0103,EUR,1794.28,2023-10-23 06:55:14
ased0101,GBP,2402.66,2023-05-11 01:36:57
ddde0104,BRL,1589.16,2023-12-29 15:52:34
ddde0104,USD,1779.77,2023-01-01 18:55:46
cccf0103,USD,1966.83,2023-10-03 07:10:25
ased0101,GBP,1433.42,2023-07-06 15:42:11
cccf0103,BRL,2205.2,2023-02-05 12:01:19
ased0101,GBP,2336.23,2023-11-16 11:25:45
eeef0105,BRL,1031.16,2023-12-06 04:32:14
bbbd0102,GBP,1377.29,2023-06-03 18:27:49
bbbd0102,EUR,1858.34,2023-06-08 14:52:08
bbbd0102,GBP,2264.77,2023-06-17 14:39:03
cccf0103,GBP,2209.23,2023-12-23 10:45:52
eeef0105,JPY,1168.53,2023-10-11 04:38:03
ased0101,BRL,1403.5,2023-04-09 15:18:28
ddde0104,EUR,1827.63,2023-12-07 13:48:15
ased0101,GBP,2772.93,2023-12-13 06:20:10
ddde0104,EUR,2579.65,2023-11-12 20:43:13
ased0101,BRL,1856.41,2023-06-04 14:47:05
eeef0105,USD,2821.45,2023-10-08 00:00:53
ddde0104,JPY,2530.1,2023-06-05 10:26:46
cccf0103,JPY,2108.92,2023-04-18 15:39:06
ased0101,BRL,1208.19,2023-10-24 22:05:16
ased0101,JPY,1910.51,2023-12-02 11:43:57
ddde0104,USD,2548.17,2023-08-27 16:05:05
cccf0103,EUR,1201.67,2023-08-15 07:46:50
cccf0103,GBP,1236.32,2023-09-19 17:13:41
eeef0105,BRL,2725.32,2023-03-28 23:59:16
cccf0103,BRL,1632.21,2023-02-13 10:19:56
cccf0103,JPY,2564.16,2023-09-21 23:02:40
cccf0103,GBP,1451.2,2023-11-14 12:12:13
bbbd0102,JPY,2128.64,2023-02-17 08:33:04
eeef0105,JPY,2606.11,2023-12-11 11:18:07
ased0101,EUR,1190.22,2023-04-26 07:15:00
ddde0104,EUR,2121.27,2023-03-17 00:53:21
ased0101,JPY,1930.16,2023-01-24 08:54:52
eeef0105,USD,1891.92,2023-09-01 22:15:20
ddde0104,BRL,1778.06,2023-02-07 16:34:52
eeef0105,USD,2244.96,2023-08-01 22:55:44
cccf0103,BRL,2332.47,2023-10-22 07:04:45
ddde0104,GBP,2302.57,2023-12-23 13:58:48
cccf0103,GBP,1238.24,2023-09-11 14:33:03
ased0101,USD,1667.15,2023-05-05 05:22:22
ased0101,JPY,1933.45,2023-12-02 00:12:06
ddde0104,JPY,2920.24,2023-02-24 15:28:44
ddde0104,GBP,2358.37,2023-04-23 06:24:13
eeef0105,JPY,1964.42,2023-12-23 18:51:29
eeef0105,EUR,2282.85,2023-08-26 01:49:42
cccf0103,GBP,2497.74,2023-10-13 09:04:22
ddde0104,BRL,2122.39,2023-03-04 16:37:09
ased0101,BRL,2791.32,2023-03-10 16:55:01
eeef0105,JPY,1775.97,2023-12-08 19:20:16
eeef0105,BRL,2516.53,2023-10-14 21:40:47
ased0101,BRL,1105.07,2023-06-12 16:06:48
eeef0105,USD,1479.61,2023-11-10 18:22:42
cccf0103,USD,1986.05,2023-08-07 19:56:50
ddde0104,BRL,2947.92,2023-08-17 05:47:41
ased0101,GBP,2465.71,2023-09-01 16:23:11
ddde0104,BRL,1043.76,2023-05-13 09:00:06
eeef0105,EUR,2474.75,2023-11-23 10:05:47
eeef0105,GBP,1394.99,2023-09-24 17:38:37
ased0101,EUR,2558.24,2023-11-17 08:42:38
cccf0103,EUR,2760.85,2023-05-21 16:00:54
bbbd0102,JPY,2598.74,2023-02-09 10:24:10
ased0101,USD,1442.77,2023-05-01 09:53:34
bbbd0102,JPY,2312.29,2023-06-21 11:38:24
bbbd0102,EUR,2971.73,2023-10-04 02:56:01
cccf0103,JPY,2908.0,2023-03-12 05:29:29
bbbd0102,JPY,2995.94,2023-04-29 13:56:45
bbbd0102,GBP,2080.67,2023-12-22 05:33:48
cccf0103,JPY,1692.26,2023-12-28 07:47:23
bbbd0102,GBP,1853.55,2023-02-02 15:06:17
bbbd0102,JPY,1179.84,2023-07-28 12:02:49
bbbd0102,JPY,2355.2,2023-10-05 16:57:49
ased0101,EUR,1460.03,2023-08-01 02:16:01
ased0101,EUR,2604.49,2023-04-16 15:17:49
ased0101,BRL,2902.66,2023-07-19 21:15:56
cccf0103,BRL,1729.38,2023-12-23 00:42:40
eeef0105,GBP,2317.57,2023-10-22 13:50:57
bbbd0102,EUR,2649.58,2023-09-02 00:12:52
bbbd0102,BRL,1470.07,2023-06-30 10:52:19
cccf0103,JPY,1452.96,2023-07-19 15:15:21
bbbd0102,EUR,1165.42,2023-10-03 19:53:02
ased0101,JPY,1586.75,2023-11-05 08:01:46
eeef0105,JPY,2778.02,2023-09-07 07:59:20
ddde0104,GBP,1210.93,2023-05-20 15:52:05
bbbd0102,EUR,1571.12,2023-09-06 01:03:24
ased0101,JPY,2707.94,2023-07-19 12:14:17
ddde0104,GBP,2664.28,2023-12-09 14:43:14
eeef0105,USD,1218.53,2023-03-26 17:01:01
ddde0104,USD,2446.71,2023-03-07 22:39:20
ased0101,JPY,1741.59,2023-10-01 00:58:54
ddde0104,JPY,1089.9,2023-07-21 21:33:00
cccf0103,USD,1099.77,2023-10-16 00:59:12
ddde0104,BRL,1655.41,2023-02-12 23:24:06
bbbd0102,GBP,2647.62,2023-08-08 04:56:26
bbbd0102,JPY,2714.83,2023-08-25 06:36:59
cccf0103,USD,2740.81,2023-01-26 09:28:19
ased0101,USD,1367.93,2023-07-14 11:55:06
bbbd0102,USD,2159.66,2023-04-19 16:33:18
eeef0105,USD,1168.48,2023-06-17 12:17:16
bbbd0102,USD,2688.32,2023-07-14 10:07:51
bbbd0102,USD,2834.21,2023-08-04 09:11:05
ased0101,JPY,2468.51,2023-02-11 17:07:24
ddde0104,GBP,1190.44,2023-01-10 19:38:22
bbbd0102,USD,1556.39,2023-01-27 12:44:30
cccf0103,USD,2577.58,2023-04-25 23:40:15
ddde0104,USD,2102.8,2023-02-05 23:43:46
eeef0105,USD,1283.55,2023-01-21 01:07:47
ased0101,USD,2988.24,2023-05-07 07:15:30
eeef0105,EUR,2123.85,2023-01-11 22:37:19
ddde0104,EUR,1222.67,2023-03-20 08:41:06
ddde0104,USD,1618.88,2023-03-06 17:14:30
ddde0104,USD,2870.39,2023-12-09 04:09:53
eeef0105,BRL,1797.24,2023-10-16 07:56:09
ddde0104,BRL,1824.35,2023-08-27 09:19:46
eeef0105,GBP,2415.3,2023-07-08 06:06:32
ddde0104,EUR,2107.39,2023-11-07 22:06:33
cccf0103,JPY,1554.95,2023-02-28 05:57:45
ddde0104,GBP,2169.14,2023-06-09 03:56:08
eeef0105,GBP,1169.84,2023-10-24 00:56:05
bbbd0102,USD,1327.5,2023-06-09 20:57:50
ddde0104,USD,2749.68,2023-12-13 13:39:52
bbbd0102,JPY,1303.6,2023-07-23 07:13:15
cccf0103,BRL,2385.57,2023-02-08 21:33:27
ased0101,USD,1692.3,2023-12-20 22:50:13
cccf0103,EUR,2389.48,2023-05-05 03:42:36
ddde0104,JPY,1895.05,2023-12-23 10:58:49
bbbd0102,JPY,1014.84,2023-12-17 21:51:37
bbbd0102,USD,1646.85,2023-03-03 20:36:17
eeef0105,JPY,2384.29,2023-01-22 12:38:28
bbbd0102,BRL,1323.33,2023-09-30 15:35:48
eeef0105,USD,2364.61,2023-12-05 13:29:31
ased0101,BRL,2694.69,2023-02-05 18:25:17
ddde0104,BRL,1270.29,2023-11-28 12:25:25
eeef0105,EUR,1466.86,2023-01-07 15:17:37
ased0101,USD,2003.02,2023-09-08 03:50:33
bbbd0102,EUR,1217.39,2023-08-10 13:11:12
bbbd0102,EUR,2866.89,2023-11-22 16:44:18
ased0101,JPY,2966.53,2023-12-29 05:34:12
bbbd0102,GBP,2137.35,2023-08-11 06:24:46
ased0101,USD,1593.51,2023-09-25 23:40:56
eeef0105,BRL,1638.85,2023-05-19 22:25:28
eeef0105,JPY,1839.34,2023-10-03 17:36:12
ased0101,EUR,2721.2,2023-08-27 15:51:31
eeef0105,EUR,2621.32,2023-10-31 09:46:19
eeef0105,USD,2799.46,2023-06-15 08:56:17
eeef0105,JPY,2851.0,2023-02-14 10:09:19
cccf0103,BRL,1661.19,2023-08-19 08:52:43
ddde0104,EUR,2430.23,2023-08-26 20:44:51
bbbd0102,JPY,1413.83,2023-11-09 13:47:54
cccf0103,BRL,2346.73,2023-06-22 01:02:41
eeef0105,JPY,2119.81,2023-09-11 11:50:00
ased0101,EUR,1634.79,2023-04-04 17:45:04
eeef0105,EUR,1161.42,2023-04-19 12:55:07
ddde0104,BRL,1715.04,2023-05-13 12:23:28
eeef0105,JPY,1795.16,2023-05-24 21:42:19
ased0101,EUR,2749.95,2023-12-26 10:03:31
ddde0104,JPY,2839.35,2023-10-12 00:22:10
eeef0105,USD,2900.68,2023-09-22 06:57:22
ddde0104,BRL,1563.61,2023-02-13 08:47:15
bbbd0102,GBP,2731.05,2023-07-28 17:47:18
bbbd0102,BRL,2570.04,2023-10-12 08:44:59
eeef0105,EUR,2859.61,2023-12-20 17:20:02
ddde0104,JPY,2193.4,2023-11-27 17:52:12
ased0101,BRL,1090.68,2023-08-18 00:37:40
eeef0105,GBP,2262.82,2023-02-17 10:42:46
bbbd0102,USD,2350.23,2023-04-24 14:43:25
bbbd0102,EUR,2050.3,2023-12-21 08:51:30
eeef0105,JPY,1113.34,2023-06-06 21:10:25
ddde0104,USD,2878.81,2023-07-08 17:13:51
bbbd0102,EUR,1202.17,2023-10-11 19:19:48
ddde0104,BRL,1014.5,2023-06-26 15:29:31
bbbd0102,BRL,1855.16,2023-10-09 12:02:37
bbbd0102,GBP,1617.39,2023-06-30 16:31:13
cccf0103,USD,2506.57,2023-05-19 11:09:49
bbbd0102,BRL,1638.01,2023-05-09 08:23:37
ased0101,GBP,1701.86,2023-03-03 07:00:42
eeef0105,JPY,2918.79,2023-06-11 04:21:10
eeef0105,JPY,1420.85,2023-10-02 06:44:27
ddde0104,USD,2505.24,2023-04-09 07:52:41
bbbd0102,JPY,1369.2,2023-09-05 10:04:01
ased0101,BRL,1831.84,2023-10-29 19:06:05
ddde0104,JPY,2380.28,2023-11-02 10:18:13
cccf0103,BRL,2435.58,2023-02-21 07:04:03
ddde0104,GBP,2578.63,2023-06-01 08:16:56
ddde0104,BRL,1229.6,2023-07-04 06:31:59
bbbd0102,BRL,1639.64,2023-06-04 00:30:54
cccf0103,USD,1956.91,2023-12-29 19:26:50
ddde0104,JPY,1416.86,2023-03-06 09:59:14
ased0101,BRL,2458.76,2023-01-24 01:59:06
ased0101,USD,2839.46,2023-10-11 10:38:10
eeef0105,USD,2438.08,2023-12-24 04:35:51
cccf0103,USD,1825.37,2023-11-23 17:52:20
cccf0103,EUR,1902.01,2023-02-22 00:26:47
eeef0105,USD,2688.77,2023-10-21 10:21:08
ddde0104,USD,1824.17,2023-08-29 17:25:46
cccf0103,BRL,2203.1,2023-08-14 12:24:17
ased0101,USD,1797.59,2023-04-05 01:52:14
ased0101,USD,2208.32,2023-05-10 17:23:36
bbbd0102,EUR,2623.42,2023-02-28 02:22:44
cccf0103,EUR,2875.22,2023-07-25 17:54:14
ddde0104,USD,2967.73,2023-02-07 21:00:31
eeef0105,USD,1141.17,2023-11-19 01:57:06
eeef0105,BRL,1873.14,2023-03-19 05:25:55
ddde0104,BRL,1804.46,2023-10-16 11:03:44
bbbd0102,EUR,2864.32,2023-02-13 09:02:10
eeef0105,BRL,1082.77,2023-03-02 20:19:07
cccf0103,JPY,1750.9,2023-08-02 22:04:31
bbbd0102,GBP,2781.16,2023-11-02 22:30:57
cccf0103,EUR,2748.58,2023-04-26 19:01:34
ased0101,EUR,2849.21,2023-07-14 16:24:09
bbbd0102,BRL,1588.92,2023-08-15 10:49:34
eeef0105,GBP,1368.67,2023-10-29 15:36:47
bbbd0102,GBP,2225.83,2023-06-06 20:42:11
bbbd0102,USD,2055.42,2023-11-14 02:11:34
bbbd0102,EUR,2351.0,2023-11-09 03:36:46
bbbd0102,USD,1369.63,2023-04-17 22:46:27
cccf0103,BRL,2937.45,2023-04-19 09:38:07
ased0101,GBP,1487.9,2023-12-05 02:57:21
ddde0104,USD,1882.09,2023-03-22 08:43:59
bbbd0102,GBP,2477.38,2023-03-30 20:05:50
eeef0105,USD,2906.03,2023-02-08 05:41:57
bbbd0102,USD,2026.13,2023-01-02 14:52:25
eeef0105,GBP,1379.83,2023-08-19 21:37:12
cccf0103,BRL,2244.0,2023-08-29 10:36:15
eeef0105,JPY,1248.76,2023-01-17 08:25:40
ddde0104,JPY,1896.34,2023-05-28 10:17:36
ased0101,EUR,1321.93,2023-12-26 16:31:50
eeef0105,JPY,1479.96,2023-02-06 08:29:55
eeef0105,GBP,2759.38,2023-05-16 22:45:27
ased0101,EUR,2337.02,2023-10-29 07:12:08
ddde0104,JPY,2454.04,2023-08-06 04:10:43
bbbd0102,JPY,1346.39,2023-10-06 08:11:06
eeef0105,USD,2886.41,2023-11-28 05:25:28
ased0101,USD,1129.77,2023-05-17 05:10:43
cccf0103,JPY,2892.86,2023-02-06 02:10:16
ased0101,EUR,1502.6,2023-03-26 11:11:59
cccf0103,GBP,1127.18,2023-11-01 20:43:27
ddde0104,JPY,1936.03,2023-05-28 15:59:20
bbbd0102,GBP,1995.02,2023-03-05 17:03:53
ased0101,EUR,2590.58,2023-12-19 11:04:17
eeef0105,BRL,2286.12,2023-12-25 14:39:17
ddde0104,EUR,1751.46,2023-05-20 18:13:17
ased0101,BRL,2224.01,2023-10-04 17:58:42
eeef0105,USD,2207.32,2023-08-13 02:55:43
ased0101,GBP,2869.64,2023-11-03 01:27:04
cccf0103,USD,1070.97,2023-08-10 11:44:07
ased0101,GBP,2306.5,2023-11-06 09:06:56
ased0101,EUR,2512.28,2023-01-14 03:19:30
ased0101,JPY,2165.34,2023-04-28 20:56:32
ddde0104,JPY,2741.95,2023-10-28 00:45:19
ased0101,BRL,2922.9,2023-12-11 09:48:45
